id,session_id,event_time_ms,screen_id,dwell_ms,hora_sessao,dia_semana,timestamp,presence_detect,perfil_usuario
165,19,6772,INICIO,2181,19,Thursday,2025-11-27 19:36:45,1,passante
166,19,9335,CATALOGO,1938,19,Thursday,2025-11-27 19:36:48,1,passante
167,19,11902,PROMOCOES,3596,19,Thursday,2025-11-27 19:36:50,1,passante
168,19,16098,INICIO,1990,19,Thursday,2025-11-27 19:36:55,1,passante
169,20,1496,INICIO,2519,9,Saturday,2025-11-15 09:18:15,1,engajado
170,20,4658,CATALOGO,9779,9,Saturday,2025-11-15 09:18:18,1,engajado
171,20,15100,PROMOCOES,8303,9,Saturday,2025-11-15 09:18:29,1,engajado
172,20,23760,CATALOGO,8958,9,Saturday,2025-11-15 09:18:37,1,engajado
173,20,33015,PROMOCOES,8670,9,Saturday,2025-11-15 09:18:47,1,engajado
174,20,41974,CATALOGO,2189,9,Saturday,2025-11-15 09:18:55,1,engajado
175,20,44758,PROMOCOES,4712,9,Saturday,2025-11-15 09:18:58,1,engajado
176,20,50181,CATALOGO,8392,9,Saturday,2025-11-15 09:19:04,1,engajado
177,20,58775,PROMOCOES,8186,9,Saturday,2025-11-15 09:19:12,1,engajado
178,20,67370,INICIO,5359,9,Saturday,2025-11-15 09:19:21,1,engajado
179,20,73375,CATALOGO,13285,9,Saturday,2025-11-15 09:19:27,1,engajado
180,20,87059,PROMOCOES,9283,9,Saturday,2025-11-15 09:19:41,1,engajado
181,20,96571,CATALOGO,12032,9,Saturday,2025-11-15 09:19:50,1,engajado
182,20,108715,PROMOCOES,7604,9,Saturday,2025-11-15 09:20:02,1,engajado
183,21,2141,INICIO,1651,17,Sunday,2025-11-30 17:07:54,1,curioso
184,21,4047,CATALOGO,5228,17,Sunday,2025-11-30 17:07:56,1,curioso
185,21,9951,PROMOCOES,5974,17,Sunday,2025-11-30 17:08:01,1,curioso
186,21,16596,CATALOGO,7963,17,Sunday,2025-11-30 17:08:08,1,curioso
187,21,25279,PROMOCOES,3091,17,Sunday,2025-11-30 17:08:17,1,curioso
188,22,2997,INICIO,1828,12,Thursday,2025-11-27 12:36:41,0,curioso
189,22,5026,PROMOCOES,5270,12,Thursday,2025-11-27 12:36:44,0,curioso
190,22,11072,INICIO,3664,12,Thursday,2025-11-27 12:36:50,0,curioso
191,22,15081,CATALOGO,7163,12,Thursday,2025-11-27 12:36:54,0,curioso
192,22,22805,PROMOCOES,5049,12,Thursday,2025-11-27 12:37:01,0,curioso
193,23,1583,INICIO,876,17,Saturday,2025-11-22 17:04:44,1,passante
194,23,2761,CATALOGO,1959,17,Saturday,2025-11-22 17:04:45,1,passante
195,23,5377,INICIO,1779,17,Saturday,2025-11-22 17:04:48,1,passante
196,23,7401,INICIO,1879,17,Saturday,2025-11-22 17:04:50,1,passante
197,24,2148,INICIO,2249,15,Wednesday,2025-11-26 15:07:31,1,engajado
198,24,4579,CATALOGO,11986,15,Wednesday,2025-11-26 15:07:33,1,engajado
199,24,17107,PROMOCOES,8453,15,Wednesday,2025-11-26 15:07:46,1,engajado
200,24,25894,PROMOCOES,8583,15,Wednesday,2025-11-26 15:07:54,1,engajado
201,24,35166,CATALOGO,18747,15,Wednesday,2025-11-26 15:08:04,1,engajado
202,24,54288,PROMOCOES,9663,15,Wednesday,2025-11-26 15:08:23,1,engajado
203,24,64230,CATALOGO,6834,15,Wednesday,2025-11-26 15:08:33,1,engajado
204,24,71349,PROMOCOES,3560,15,Wednesday,2025-11-26 15:08:40,1,engajado
205,24,75455,CATALOGO,10252,15,Wednesday,2025-11-26 15:08:44,1,engajado
206,24,86163,PROMOCOES,9068,15,Wednesday,2025-11-26 15:08:55,1,engajado
207,24,95659,CATALOGO,14241,15,Wednesday,2025-11-26 15:09:04,1,engajado
208,24,110507,PROMOCOES,6907,15,Wednesday,2025-11-26 15:09:19,1,engajado
209,25,2607,INICIO,7026,16,Friday,2025-11-14 16:07:51,1,engajado
210,25,10206,CATALOGO,12058,16,Friday,2025-11-14 16:07:59,1,engajado
211,25,22556,PROMOCOES,6470,16,Friday,2025-11-14 16:08:11,1,engajado
212,25,29578,CATALOGO,8726,16,Friday,2025-11-14 16:08:18,1,engajado
213,25,38612,PROMOCOES,10681,16,Friday,2025-11-14 16:08:27,1,engajado
214,25,49889,INICIO,4906,16,Friday,2025-11-14 16:08:38,1,engajado
215,25,55540,CATALOGO,12157,16,Friday,2025-11-14 16:08:44,1,engajado
216,25,68361,INICIO,4878,16,Friday,2025-11-14 16:08:57,1,engajado
217,25,73756,CATALOGO,20827,16,Friday,2025-11-14 16:09:02,1,engajado
218,25,95155,PROMOCOES,8677,16,Friday,2025-11-14 16:09:24,1,engajado
219,25,104595,CATALOGO,5648,16,Friday,2025-11-14 16:09:33,1,engajado
220,25,110864,PROMOCOES,9048,16,Friday,2025-11-14 16:09:39,1,engajado
221,25,120437,CATALOGO,14966,16,Friday,2025-11-14 16:09:49,1,engajado
222,25,136067,CATALOGO,11629,16,Friday,2025-11-14 16:10:05,1,engajado
223,26,1892,INICIO,1148,12,Thursday,2025-11-27 12:49:51,0,curioso
224,26,3429,PROMOCOES,4864,12,Thursday,2025-11-27 12:49:53,0,curioso
225,26,8994,CATALOGO,4316,12,Thursday,2025-11-27 12:49:58,0,curioso
226,26,13867,PROMOCOES,2464,12,Thursday,2025-11-27 12:50:03,0,curioso
227,26,16784,CATALOGO,7196,12,Thursday,2025-11-27 12:50:06,0,curioso
228,26,24409,PROMOCOES,3544,12,Thursday,2025-11-27 12:50:14,0,curioso
229,26,28297,CATALOGO,7445,12,Thursday,2025-11-27 12:50:18,0,curioso
230,26,35886,PROMOCOES,7579,12,Thursday,2025-11-27 12:50:25,0,curioso
231,27,2557,INICIO,3660,11,Wednesday,2025-11-12 11:31:04,1,engajado
232,27,6767,CATALOGO,13600,11,Wednesday,2025-11-12 11:31:08,1,engajado
233,27,20934,INICIO,5873,11,Wednesday,2025-11-12 11:31:22,1,engajado
234,27,27065,CATALOGO,18369,11,Wednesday,2025-11-12 11:31:29,1,engajado
235,27,45805,PROMOCOES,7468,11,Wednesday,2025-11-12 11:31:47,1,engajado
236,27,53709,CATALOGO,6576,11,Wednesday,2025-11-12 11:31:55,1,engajado
237,27,60931,PROMOCOES,7056,11,Wednesday,2025-11-12 11:32:02,1,engajado
238,27,68586,CATALOGO,17820,11,Wednesday,2025-11-12 11:32:10,1,engajado
239,27,86542,PROMOCOES,9435,11,Wednesday,2025-11-12 11:32:28,1,engajado
240,27,96371,PROMOCOES,13535,11,Wednesday,2025-11-12 11:32:38,1,engajado
241,28,618,INICIO,1642,15,Thursday,2025-11-20 15:10:44,1,passante
242,28,2743,CATALOGO,2201,15,Thursday,2025-11-20 15:10:46,1,passante
243,28,5294,CATALOGO,1376,15,Thursday,2025-11-20 15:10:49,1,passante
244,28,6944,INICIO,1071,15,Thursday,2025-11-20 15:10:50,1,passante
245,28,8739,PROMOCOES,2066,15,Thursday,2025-11-20 15:10:52,1,passante
246,29,1678,INICIO,2492,14,Saturday,2025-11-08 14:57:52,1,curioso
247,29,4431,CATALOGO,13976,14,Saturday,2025-11-08 14:57:55,1,curioso
248,29,18813,PROMOCOES,3499,14,Saturday,2025-11-08 14:58:09,1,curioso
249,29,22846,CATALOGO,4957,14,Saturday,2025-11-08 14:58:13,1,curioso
250,29,28296,PROMOCOES,5340,14,Saturday,2025-11-08 14:58:19,1,curioso
251,29,33845,INICIO,1823,14,Saturday,2025-11-08 14:58:24,1,curioso
252,29,36070,INICIO,2428,14,Saturday,2025-11-08 14:58:27,1,curioso
253,29,39272,CATALOGO,11997,14,Saturday,2025-11-08 14:58:30,1,curioso
254,30,1397,INICIO,4152,20,Wednesday,2025-11-26 20:51:15,1,engajado
255,30,6284,CATALOGO,12239,20,Wednesday,2025-11-26 20:51:20,1,engajado
256,30,19320,PROMOCOES,3878,20,Wednesday,2025-11-26 20:51:33,1,engajado
257,30,23941,INICIO,3703,20,Wednesday,2025-11-26 20:51:37,1,engajado
258,30,28195,INICIO,3694,20,Wednesday,2025-11-26 20:51:42,1,engajado
259,30,32362,CATALOGO,14823,20,Wednesday,2025-11-26 20:51:46,1,engajado
260,30,47710,CATALOGO,13794,20,Wednesday,2025-11-26 20:52:01,1,engajado
261,30,61739,PROMOCOES,11043,20,Wednesday,2025-11-26 20:52:15,1,engajado
262,30,73395,PROMOCOES,6993,20,Wednesday,2025-11-26 20:52:27,1,engajado
263,30,80656,CATALOGO,14074,20,Wednesday,2025-11-26 20:52:34,1,engajado
264,30,95132,PROMOCOES,5931,20,Wednesday,2025-11-26 20:52:49,1,engajado
265,30,101509,CATALOGO,10448,20,Wednesday,2025-11-26 20:52:55,1,engajado
266,30,112288,PROMOCOES,9234,20,Wednesday,2025-11-26 20:53:06,1,engajado
267,31,1006,INICIO,1442,17,Tuesday,2025-11-25 17:00:17,1,comparador
268,31,3146,CATALOGO,5374,17,Tuesday,2025-11-25 17:00:19,1,comparador
269,31,9273,PROMOCOES,9701,17,Tuesday,2025-11-25 17:00:25,1,comparador
270,31,19099,CATALOGO,11607,17,Tuesday,2025-11-25 17:00:35,1,comparador
271,31,31380,PROMOCOES,4662,17,Tuesday,2025-11-25 17:00:47,1,comparador
272,31,36792,CATALOGO,6775,17,Tuesday,2025-11-25 17:00:52,1,comparador
273,31,43976,PROMOCOES,8679,17,Tuesday,2025-11-25 17:00:59,1,comparador
274,31,52793,CATALOGO,10713,17,Tuesday,2025-11-25 17:01:08,1,comparador
275,31,64110,PROMOCOES,8355,17,Tuesday,2025-11-25 17:01:20,1,comparador
276,31,72962,CATALOGO,14326,17,Tuesday,2025-11-25 17:01:28,1,comparador
277,31,88074,PROMOCOES,6766,17,Tuesday,2025-11-25 17:01:44,1,comparador
278,31,95541,CATALOGO,5881,17,Tuesday,2025-11-25 17:01:51,1,comparador
279,31,101680,PROMOCOES,4803,17,Tuesday,2025-11-25 17:01:57,1,comparador
280,31,107213,CATALOGO,4518,17,Tuesday,2025-11-25 17:02:03,1,comparador
281,31,112117,INICIO,1405,17,Tuesday,2025-11-25 17:02:08,1,comparador
282,31,113863,PROMOCOES,10359,17,Tuesday,2025-11-25 17:02:09,1,comparador
283,31,124423,PROMOCOES,3656,17,Tuesday,2025-11-25 17:02:20,1,comparador
284,31,128839,CATALOGO,15581,17,Tuesday,2025-11-25 17:02:24,1,comparador
285,32,2945,INICIO,2684,9,Saturday,2025-11-29 09:42:15,0,comparador
286,32,5857,CATALOGO,10985,9,Saturday,2025-11-29 09:42:18,0,comparador
287,32,17152,CATALOGO,10226,9,Saturday,2025-11-29 09:42:30,0,comparador
288,32,27699,PROMOCOES,5965,9,Saturday,2025-11-29 09:42:40,0,comparador
289,32,34002,CATALOGO,14512,9,Saturday,2025-11-29 09:42:47,0,comparador
290,32,48616,PROMOCOES,13155,9,Saturday,2025-11-29 09:43:01,0,comparador
291,32,62019,PROMOCOES,2800,9,Saturday,2025-11-29 09:43:15,0,comparador
292,32,65031,CATALOGO,8433,9,Saturday,2025-11-29 09:43:18,0,comparador
293,32,73590,PROMOCOES,4674,9,Saturday,2025-11-29 09:43:26,0,comparador
294,32,78966,CATALOGO,14796,9,Saturday,2025-11-29 09:43:31,0,comparador
295,32,94040,PROMOCOES,10192,9,Saturday,2025-11-29 09:43:47,0,comparador
296,32,104448,CATALOGO,12615,9,Saturday,2025-11-29 09:43:57,0,comparador
297,32,117650,PROMOCOES,5394,9,Saturday,2025-11-29 09:44:10,0,comparador
298,32,123606,CATALOGO,13580,9,Saturday,2025-11-29 09:44:16,0,comparador
299,32,137915,INICIO,2333,9,Saturday,2025-11-29 09:44:30,0,comparador
300,32,140881,CATALOGO,3122,9,Saturday,2025-11-29 09:44:33,0,comparador
301,32,144761,PROMOCOES,11178,9,Saturday,2025-11-29 09:44:37,0,comparador
302,32,156450,CATALOGO,11490,9,Saturday,2025-11-29 09:44:49,0,comparador
303,32,168150,PROMOCOES,8988,9,Saturday,2025-11-29 09:45:01,0,comparador
304,32,177320,CATALOGO,9265,9,Saturday,2025-11-29 09:45:10,0,comparador
305,33,1707,INICIO,2639,16,Thursday,2025-11-20 16:24:39,1,curioso
306,33,4563,PROMOCOES,4578,16,Thursday,2025-11-20 16:24:42,1,curioso
307,33,9907,CATALOGO,2250,16,Thursday,2025-11-20 16:24:47,1,curioso
308,33,12697,PROMOCOES,4047,16,Thursday,2025-11-20 16:24:50,1,curioso
309,33,17077,CATALOGO,8178,16,Thursday,2025-11-20 16:24:55,1,curioso
310,33,25452,PROMOCOES,3662,16,Thursday,2025-11-20 16:25:03,1,curioso
311,33,29534,CATALOGO,5987,16,Thursday,2025-11-20 16:25:07,1,curioso
312,33,36106,INICIO,3408,16,Thursday,2025-11-20 16:25:14,1,curioso
313,33,39701,CATALOGO,10365,16,Thursday,2025-11-20 16:25:17,1,curioso
314,34,710,INICIO,5401,10,Monday,2025-11-17 10:26:22,1,engajado
315,34,6825,CATALOGO,15786,10,Monday,2025-11-17 10:26:28,1,engajado
316,34,22869,PROMOCOES,11163,10,Monday,2025-11-17 10:26:44,1,engajado
317,34,34361,CATALOGO,8999,10,Monday,2025-11-17 10:26:56,1,engajado
318,34,43577,PROMOCOES,12092,10,Monday,2025-11-17 10:27:05,1,engajado
319,34,56356,CATALOGO,7368,10,Monday,2025-11-17 10:27:18,1,engajado
320,34,64460,PROMOCOES,10658,10,Monday,2025-11-17 10:27:26,1,engajado
321,34,75876,CATALOGO,7462,10,Monday,2025-11-17 10:27:37,1,engajado
322,34,83711,INICIO,2610,10,Monday,2025-11-17 10:27:45,1,engajado
323,34,86700,CATALOGO,10679,10,Monday,2025-11-17 10:27:48,1,engajado
